ENTRY NAME,CODE,PUBLICATION,WEBSERVER,LINK,FOLDER1,CATEGORY1,SUBCATEGORY1,SUBSUBCATEGORY1,DESCRIPTION,GITHUB_STARS,LAST_COMMIT,LAST_COMMIT_AGO,LICENSE,CITATIONS,JOURNAL,JIF,PAGE_ICON
OpenBabel,,https://doi.org/10.1186/1758-2946-3-33,,http://openbabel.org/wiki/Main_Page,Cheminformatics,Chemical Format Translation,,,"toolkit for drug discovery, file format etc (standalone)",,,,,6757,Journal of Cheminformatics,7.1,material/translate-variant
pybel,,https://doi.org/10.1186/1752-153X-2-5,,https://openbabel.org/docs/UseTheLibrary/Python_Pybel.html,Cheminformatics,Chemical Format Translation,,,Python wrapper for the OpenBabel cheminformatics toolkit,,,,,308,Chemistry Central Journal,,material/translate-variant
Unicon,,,,https://www.zbh.uni-hamburg.de/en/forschung/amd/software/unicon.html,Cheminformatics,Chemical Format Translation,,,"from file conversion between standard formats SDF, MOL2, SMILES, and PDB via the generation of 2D structure coordinates and 3D structures to the enumeration of tautomeric forms, protonation states and conformer ensembles",,,,,,,,material/translate-variant
ChemFormula,https://github.com/molshape/ChemFormula,https://doi.org/10.1021/ja02046a005,,,Cheminformatics,Chemical Formulas,,,ON A SYSTEM OF INDEXING CHEMICAL LITERATURE; ADOPTED BY THE CLASSIFICATION DIVISION OF THE U. S. PATENT OFFICE.,24,2022-01-18T08:50:18Z,36 months ago,,103,Journal of the American Chemical Society,14.4,material/format-subscript
chemcoord,https://github.com/mcocdawc/chemcoord,https://doi.org/10.1002/jcc.27029,,,Cheminformatics,Coordinates,,,A python module for coordinates of molecules,77,2025-03-07T22:55:34Z,0 months ago,,10,Journal of Computational Chemistry,3.4,material/axis-arrow
Chemaxon,,,,https://www.chemaxon.com/,Cheminformatics,General Tools,,,numerous tools for small molecules (standalone).,,,,Commercial,,,,material/molecule
Datagrok Cheminformatics,,,,https://datagrok.ai/help/datagrok/solutions/domains/chem/,Cheminformatics,General Tools,,,Cheminformatics functions in Datagrok,,,,,,,,material/molecule
DataWarrior,,,,http://www.openmolecules.org/datawarrior/,Cheminformatics,General Tools,,,numerous tools (standalone).,,,,,,,,material/molecule
LillyMol,https://github.com/elilillyco/LillyMol,,,,Cheminformatics,General Tools,,,Eli Lilly set of cheminformatic tools (standalone),101,2024-08-14T20:54:24Z,5 months ago,,,,,material/molecule
MayaChemTools,http://www.mayachemtools.org/,,,,Cheminformatics,General Tools,,,"Cheminformatics tool kit. A growing collection of Perl and Python scripts, modules, and classes to support a variety of day-to-day computational discovery needs (standalone)",,,,,,,,material/molecule
CDK,https://sourceforge.net/projects/cdk/,,,https://cdk.github.io/,Cheminformatics,Java,,,"toolkit for drug discovery, descriptors (standalone)",,,,,,,,fontawesome/brands/java
OpenChemLib,https://github.com/Actelion/openchemlib,,,,Cheminformatics,Java,,,Cheminformatics tool kit. Fully Automated Creation of Virtual Chemical Fragment Spaces Using the Open-Source Library OpenChemLib (standalone),94,2025-03-15T03:05:56Z,0 months ago,,,,,fontawesome/brands/java
Datagrok,,,,https://datagrok.ai/help/datagrok/solutions/domains/chem/#matched-molecular-pairs,Cheminformatics,Matched Molecular Pairs,,,matched Molecular Pairs in Datagrok,,,,,,,,material/equal-box
nmrglue,https://github.com/jjhelmus/nmrglue,https://doi.org/10.1007/s10858-013-9718-x,,,Cheminformatics,NMR,,,Nmrglue: an open source Python package for the analysis of multidimensional NMR data,219,2024-10-29T21:08:56Z,2 months ago,,282,Journal of Biomolecular NMR,2.4,material/magnet-on
PDBe CCDUtils,,,,https://pdbeurope.github.io/ccdutils/,Cheminformatics,PDB,,,A small molecules chemistry toolkit using RDKit for the Protein Data Bank,,,,,,,,material/bio
CDPKit - CONFORT,https://github.com/molinfo-vienna/CDPKit,https://doi.org/10.1021/acs.jcim.3c00563,,,Cheminformatics,Python,,,High-Quality Conformer Generation (standalone).,84,2025-03-13T09:19:34Z,0 months ago,,11,Journal of Chemical Information and Modeling,5.6,material/snake
chemfunc,https://github.com/swansonk14/chemfunc,,,,Cheminformatics,Python,,,,47,2025-01-17T00:10:59Z,0 months ago,,,,,material/snake
Chython,https://github.com/chython/chython,,,,Cheminformatics,Python,,,Library for processing molecules and reactions in python way.,42,2025-02-21T07:50:01Z,2 months ago,,,,,material/snake
cinfony,,,,http://cinfony.github.io/,Cheminformatics,Python,,,,,,,,,,,material/snake
ODDT,https://github.com/oddt/oddt,https://doi.org/10.1186/s13321-015-0078-2,,,Cheminformatics,Python,,,"Open Drug Discovery Toolkit, toolkit for drug discovery (standalone)",431,2022-02-03T17:55:07Z,36 months ago,,166,Journal of Cheminformatics,7.1,material/snake
OpenBabel,,https://doi.org/10.1186/1758-2946-3-33,,http://openbabel.org/wiki/Main_Page,Cheminformatics,Python,,,"toolkit for drug discovery, file format etc (standalone)",,,,,6757,Journal of Cheminformatics,7.1,material/snake
RDKit,https://github.com/rdkit/rdkit,https://doi.org/10.1093/bib/bbaa194,,https://www.rdkit.org/,Cheminformatics,Python,,,Scopy: an integrated negative design python library for desirable HTS/VS database design,2826,2025-03-11T05:14:44Z,0 months ago,,27,Briefings in Bioinformatics,6.8,material/snake
rdkit-scripts,https://github.com/DrrDom/rdkit-scripts,,,,Cheminformatics,Python,,,rdkit scripts making life easier (standalone),66,2025-01-08T12:23:53Z,0 months ago,,,,,material/snake
useful-rdkit-utils,https://github.com/PatWalters/useful_rdkit_utils,,,,Cheminformatics,Python,,,A collection of useful RDKit functions,155,2025-03-13T14:35:38Z,0 months ago,,,,,material/snake
ChemPy,https://github.com/bjodah/chempy,https://doi.org/10.21105/joss.00565,,,Cheminformatics,Reaction Tools,,,ChemPy: A package useful for chemistry written in Python,574,2024-04-24T16:35:22Z,9 months ago,,22,Journal of Open Source Software,,material/flask
Elinson et al.,,https://doi.org/10.1007/s11030-024-10889-7,,https://link.springer.com/article/10.1007/s11030-024-10889-7,Cheminformatics,Reviews,,,Review on various python packages for chemistry,,,,,1,Molecular Diversity,3.9,material/message-draw
maize,https://github.com/MolecularAI/maize,,,,Cheminformatics,Workflow Managers,,,a graph-based workflow manager for computational chemistry pipelines,45,2024-10-23T13:13:50Z,2 months ago,,,,,material/sitemap-outline
BitBIRCH,https://github.com/mqcomplab/bitbirch,https://doi.org/10.1101/2024.08.10.607459,,,Clustering,Clustering,,,Efficient clustering of large molecular libraries,47,2025-03-15T00:39:33Z,1 months ago,,0,,,material/set-merge
Dedenser,https://github.com/MSDLLCpapers/dedenser,https://doi.org/10.1021/acs.jcim.4c01980,,,Clustering,Clustering,,,Clustering and Downsampling Chemical Libraries,10,2025-02-12T21:56:06Z,,,0,Journal of Chemical Information and Modeling,5.6,material/set-merge
molli,https://github.com/SEDenmarkLab/molli,https://doi.org/10.1021/acs.jcim.4c00424,,,Combinatorial Chemistry,Combinatorial Chemistry,,,"molli: A General Purpose Python Toolkit for Combinatorial Small Molecule Library Generation, Manipulation, and Feature Extraction",57,2024-10-29T16:19:29Z,2 months ago,,0,Journal of Chemical Information and Modeling,5.6,material/vector-combine
Datagrok,,,,https://datagrok.ai/help/datagrok/solutions/domains/bio/#manage-monomer-libraries,Compound Library Handling,Biopolymer handling,,,Handling biomonomers in Datagrok,,,,,,,,material/database-sync
Dedenser,https://github.com/MSDLLCpapers/dedenser,https://doi.org/10.1021/acs.jcim.4c01980,,,Compound Library Handling,Clustering,,,Clustering and Downsampling Chemical Libraries,10,2025-02-12T21:56:06Z,,,0,Journal of Chemical Information and Modeling,5.6,material/set-merge
Scaffold Splits Overestimate Virtual Screening Performance,,https://doi.org/10.1007/978-3-031-72359-9_5,,,Compound Library Handling,Data splitting,Article,,,,,,,3,Lecture Notes in Computer Science,,material/arrow-split-horizontal
Some Thoughts on Splitting Chemical Datasets,,,,https://practicalcheminformatics.blogspot.com/2024/11/some-thoughts-on-splitting-chemical.html,Compound Library Handling,Data splitting,Blog Post,,Pat Walters on data splitting,,,,,,,,material/arrow-split-horizontal
splito,https://github.com/datamol-io/splito,,,https://splito-docs.datamol.io/stable/tutorials/The_Basics.html,Compound Library Handling,Data splitting,,,,27,2024-07-03T16:46:16Z,6 months ago,,,,,material/arrow-split-horizontal
lightweight-registration,https://github.com/rinikerlab/lightweight-registration,https://doi.org/10.1021/acs.jcim.4c01133,,,Compound Library Handling,Database Management,,,a lightweight chemical registration system,69,2025-03-14T15:43:40Z,0 months ago,,0,Journal of Chemical Information and Modeling,5.6,material/database-cog
pyCheckmol,https://github.com/jeffrichardchemistry/pyCheckmol,,,,Compound Library Handling,Library Filtering,Functional Groups,,"application for detecting functional groups of a molecule, created using features from the compiled checkmol",11,2023-07-17T11:34:04Z,18 months ago,,,,,material/database-edit
DataBuster,,,https://lnkd.in/eE-DvxCt,,Compound Library Handling,Library Filtering,General,,"chirality, duplicates, peptide-like and macrocycle-like structures, and PAINS alerts",,,,,,,,material/database-edit
BADGER,,https://doi.org/10.1021/acs.jcim.4c00363,https://molmodlab-aau.com/Tools.html,,Compound Library Handling,Library Filtering,Structural Alerts,Aggregators,Detection of Small Colloidal Aggregating Molecules Using the BAD Molecule Filter,,,,,0,Journal of Chemical Information and Modeling,5.6,material/database-edit
adme-pred-py,https://github.com/ikmckenz/adme-pred-py,,,,Compound Library Handling,Library Filtering,Structural Alerts,,,34,2023-03-27T01:34:43Z,22 months ago,,,,,material/database-edit
ChemFH,,https://doi.org/10.1093/nar/gkae424,https://chemfh.scbdd.com/,,Compound Library Handling,Library Filtering,Structural Alerts,,predicts potential frequent hitters across various parameters.,,,,,0,Nucleic Acids Research,16.6,material/database-edit
medchem,https://medchem-docs.datamol.io/stable/,,,,Compound Library Handling,Library Filtering,Structural Alerts,,Python library that proposes molecular filters and prioritization rules for a wide range of use cases relevant in drug discovery.,,,,,,,,material/database-edit
pySmash,https://github.com/kotori-y/pySmash,https://doi.org/10.1093/bib/bbab017,,,Compound Library Handling,Library Filtering,Structural Alerts,,Python package and software for structural alerts generation and application,17,2021-06-17T02:23:00Z,43 months ago,,11,Briefings in Bioinformatics,6.8,material/database-edit
rd_filters,https://github.com/PatWalters/rd_filters,https://doi.org/10.1021/jm901137j,,,Compound Library Handling,Library Filtering,Structural Alerts,,"provides a simple means of applying the functional group filters from the ChEMBL database, as well as a number of property filters from the RDKit, to a set of compounds.",136,2023-02-23T19:36:41Z,23 months ago,,3151,Journal of Medicinal Chemistry,6.8,material/database-edit
BCL_XpKa,https://github.com/decortja/BCL_for_XpKa-Manuscript,https://doi.org/10.1021/acs.jcim.4c01472,,,Compound Library Handling,Molecule Preparation,pKa,,Interpretable Deep-Learning pKa Prediction for Small Molecule Drugs,3,2024-06-13T20:06:51Z,7 months ago,,0,Journal of Chemical Information and Modeling,5.6,material/database-sync
Graph-pKa,,https://doi.org/10.1093/bioinformatics/btab714,,https://pka.simm.ac.cn/en/,Compound Library Handling,Molecule Preparation,pKa,,Multi-instance learning of graph neural networks for aqueous pKa prediction,,,,,33,Bioinformatics,4.4,material/database-sync
DiMorphite-DL,https://github.com/durrantlab/dimorphite_dl/,https://doi.org/10.1186/s13321-019-0336-9,,https://durrantlab.pitt.edu/dimorphite-dl/>,Compound Library Handling,Molecule Preparation,Protonation,,Dimorphite-DL: an open-source program for enumerating the ionization states of drug-like small molecules,25,2020-06-04T02:32:34Z,56 months ago,,48,Journal of Cheminformatics,7.1,material/database-sync
Sherman et al,,https://doi.org/10.1007/s10822-013-9644-8,,,Compound Library Handling,Molecule Preparation,Reviews,,"Protein and ligand preparation: parameters, protocols, and influence on virtual screening enrichments",,,,,4543,Journal of Computer-Aided Molecular Design,3,material/database-sync
Ambitcli,,,,http://ambit.sourceforge.net/download_ambitcli.html,Compound Library Handling,Molecule Preparation,Standardization,,no 3D but Java application for standardization (standalone).,,,,,,,,material/database-sync
ChEMBL_Structure_Pipeline (formerly standardiser),https://github.com/chembl/ChEMBL_Structure_Pipeline,https://doi.org/10.1186/s13321-020-00456-1,,,Compound Library Handling,Molecule Preparation,Standardization,,An open source chemical structure curation pipeline using RDKit,198,2024-09-03T22:48:10Z,4 months ago,,293,Journal of Cheminformatics,7.1,material/database-sync
MolVS,https://github.com/mcs07/MolVS,,,,Compound Library Handling,Molecule Preparation,Standardization,,,167,2019-03-24T23:37:23Z,70 months ago,,,,,material/database-sync
QSAR-Ready (KNIME),https://github.com/NIEHS/QSAR-ready,,,,Compound Library Handling,Molecule Preparation,Standardization,,Standardization workflow for QSAR-ready chemical structures pretreatment,4,2024-10-02T12:46:13Z,3 months ago,,,,,material/database-sync
Standardiser,https://github.com/flatkinson/standardiser,,,,Compound Library Handling,Molecule Preparation,Standardization,,"standardize molecules, it requires RDKIt (standalone).",77,2018-11-12T08:30:37Z,75 months ago,,,,,material/database-sync
Standardize,,,https://pubchem.ncbi.nlm.nih.gov/standardize,https://pubchem.ncbi.nlm.nih.gov/standardize,Compound Library Handling,Molecule Preparation,Standardization,,PubChem chemical structure standardization (online).,,,,,,,,material/database-sync
Standardized-smiles,https://gist.github.com/jvansan/e331ac29c00806c993b3709ad8d11fce,,,,Compound Library Handling,Molecule Preparation,Standardization,,Python script to standardize small molecules (use RDKIT) (standalone).,4,10/2024,1 months ago,,,,,material/database-sync
MolTaut,https://github.com/xundrug/moltaut,,http://moltaut.xundrug.cn/,,Compound Library Handling,Molecule Preparation,Tautomer Generation,,A Tool for the Rapid Generation of Favorable Tautomer in Aqueous Solution (compound preparation) (standalone).,17,2023-02-01T12:48:23Z,23 months ago,,,,,material/database-sync
Gypsum-DL,https://github.com/durrantlab/gypsum_dl/,https://doi.org/10.1186/s13321-019-0358-3,,https://durrantlab.pitt.edu/gypsum-dl/,Compound Library Handling,Molecule Preparation,,,"Gypsum-DL is a software that transforms 1D and 2D small-molecule representations into 3D models, considering various isomeric and conformational states.",53,2023-10-13T01:26:28Z,15 months ago,,56,Journal of Cheminformatics,7.1,material/database-sync
Spores,,,,http://www.tcd.uni-konstanz.de/research/spores.php,Compound Library Handling,Molecule Preparation,,,"check structure, protonation (standalone).",,,,,,,,material/database-sync
Balloon,,https://doi.org/10.1021/ci6005646,,http://users.abo.fi/mivainio/balloon/,Conformer Generation,Classical,,,Generating Conformer Ensembles Using a Multiobjective Genetic Algorithm,,,,,341,Journal of Chemical Information and Modeling,5.6,material/rotate-3d
confgen-webapp,https://github.com/Et9797/confgen-webapp,,http://confgen.net/,,Conformer Generation,Classical,,,"A simple web application for generating small ligand conformers for docking purposes using RDKit, accessible at **[http://confgen.net](http://confgen.net/)**.",6,2023-11-06T17:34:55Z,14 months ago,,,,,material/rotate-3d
Conforge,,https://doi.org/10.1021/acs.jcim.3c00563,,https://cdpkit.org/master/applications/confgen.html,Conformer Generation,Classical,,,CDPKit conformer generator,,,,,11,Journal of Chemical Information and Modeling,5.6,material/rotate-3d
Conformator,,https://doi.org/10.1021/acs.jcim.8b00704,,https://www.zbh.uni-hamburg.de/forschung/amd/software/conformator.html,Conformer Generation,Classical,,,a novel method for the Generation of Conformer Ensembles (standalone).,,,,,53,Journal of Chemical Information and Modeling,5.6,material/rotate-3d
Conformer-Search,https://github.com/mcsorkun/Conformer-Search,,,,Conformer Generation,Classical,,,This repository outlines a workflow for searching minimum energy conformers based on force field optimization methods (UFF and MMFF94) using RDKit.,10,2020-05-29T18:39:04Z,56 months ago,,,,,material/rotate-3d
